"노선
번호","지 점
번 호",조사 위치,,,,구    간,이정 (km),"연장
(km)","차
로
수","시
간",2018,2019,2020,2021,계,승용차,버스,소형 화물차,,중형 화물차,,,대형 화물차,,,,
,,도,시/군,구/면,동/리,,,,,,,,,,,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
,02530,충남,공주,정안,사현,정안IC ~ 남풍세IC,257.4~269.6,12.2 ,4,수,"66,093 ","66,823 ","71,774 ","74,055 ","73,524 ","51,231 ","2,608 ","6,450 ","2,495 ","5,099 ",413 ,"3,644 ",45 ,-   ,"1,247 ",15 ,277 
,02530-1,충남,천안,풍세,가송,남풍세IC ~ 남천안IC,269.6~273.7,4.1 ,4,수,"61,482 ","62,459 ","64,348 ","69,005 ","67,367 ","46,920 ","2,387 ","5,910 ","2,287 ","4,672 ",378 ,"3,346 ",44 ,-   ,"1,145 ",15 ,263 
,02531,충남,천안,목천,삼성,남천안IC ~ 천안JCT,273.7~275.1,1.4 ,4,수,"67,912 ","68,315 ","69,719 ","74,054 ","72,898 ","50,780 ","2,583 ","6,396 ","2,473 ","5,063 ",406 ,"3,621 ",45 ,-   ,"1,234 ",15 ,282 
순천완주선,동순천 - 남원,,,,,,,57.8 ,,12,"16,447 ","16,733 ","17,009 ","18,867 ","18,388 ","12,157 ",519 ,"1,525 ",467 ,833 ,417 ,"1,278 ",-   ,-   ,974 ,12 ,206 
,,,,,,,,,,24,"22,193 ","21,700 ","22,149 ","24,428 ","24,530 ","15,666 ",628 ,"2,012 ",707 ,"1,369 ",567 ,"1,895 ",-   ,-   ,"1,405 ",16 ,265 
,02701,전남,순천,,왕지,동순천IC ~ 순천JCT,0~5.1,5.1 ,4,상,"14,981 ","13,928 ","14,200 ","15,582 ","16,381 ","10,667 ",514 ,"1,347 ",321 ,663 ,570 ,"1,216 ",-   ,-   ,948 ,6 ,129 
,02702,전남,순천,서,청소,순천JCT ~ 황전IC,5.1~24.5,19.4 ,4,수*,"23,854 ","22,555 ","22,963 ","25,277 ","25,608 ","16,356 ",641 ,"2,101 ",749 ,"1,453 ",571 ,"1,975 ",-   ,-   ,"1,468 ",16 ,278 
,02703,전남,구례,구례,산성,황전IC ~ 구례화엄사IC,24.5~37.3,12.8 ,4,수*,"21,583 ","19,940 ","20,524 ","23,769 ","23,245 ","14,829 ",584 ,"1,900 ",686 ,"1,320 ",517 ,"1,808 ",-   ,-   ,"1,333 ",15 ,253 
,02704,전북,남원,수지,산정,구례화엄사IC ~ 서남원IC,37.3~52.1,14.8 ,4,상*,"23,793 ","24,505 ","24,744 ","26,389 ","25,831 ","16,446 ",658 ,"2,120 ",762 ,"1,472 ",582 ,"2,007 ",-   ,-   ,"1,478 ",18 ,288 
,02705,전북,남원,주생,제천,서남원IC ~ 남원JCT,52.1~57.8,5.7 ,4,수*,"20,846 ","23,094 ","24,087 ","26,616 ","27,655 ","17,642 ",711 ,"2,276 ",812 ,"1,561 ",626 ,"2,132 ",-   ,-   ,"1,569 ",18 ,308 
,남원 - 완주,,,,,,,59.5 ,,12,"17,094 ","18,351 ","18,510 ","21,247 ","21,307 ","14,284 ",525 ,"1,765 ",650 ,"1,040 ",303 ,"1,391 ",-   ,-   ,"1,054 ",13 ,282 
,,,,,,,,,,24,"23,130 ","23,606 ","24,121 ","27,484 ","28,759 ","18,222 ",622 ,"2,373 ","1,028 ","1,893 ",419 ,"2,232 ",-   ,-   ,"1,580 ",17 ,373 
,02706,전북,남원,대산,운교,남원JCT ~ 북남원IC,57.8~61.6,3.8 ,4,상*,"19,090 ","20,050 ","19,921 ","22,812 ","25,633 ","16,303 ",556 ,"2,109 ",896 ,"1,670 ",364 ,"1,978 ",-   ,-   ,"1,412 ",15 ,330 
,02707,전북,임실,오수,오산,북남원IC ~ 오수IC,61.6~75.3,13.7 ,4,수*,"24,168 ","22,342 ","23,398 ","26,943 ","26,748 ","16,943 ",578 ,"2,203 ",951 ,"1,763 ",389 ,"2,079 ",-   ,-   ,"1,478 ",15 ,349 
,02708,전북,임실,성수,봉강,오수IC ~ 임실IC,75.3~85.1,9.8 ,4,수*,"26,611 ","26,165 ","27,270 ","30,439 ","30,354 ","19,246 ",657 ,"2,506 ","1,082 ","2,000 ",442 ,"2,351 ",-   ,-   ,"1,661 ",16 ,393 
,02709,전북,임실,관촌,덕천,임실IC ~ 상관IC,85.1~103,17.9 ,4,수*,"22,586 ","25,061 ","25,266 ","29,126 ","31,766 ","20,154 ",691 ,"2,627 ","1,139 ","2,074 ",466 ,"2,449 ",-   ,-   ,"1,733 ",21 ,412 
,02710,전북,전주,완산,색장,상관IC ~ 동전주IC,103~112.8,9.8 ,4,수*,"19,082 ","21,061 ","21,644 ","24,881 ","27,552 ","17,362 ",592 ,"2,271 ","1,000 ","1,842 ",403 ,"2,174 ",-   ,-   ,"1,537 ",15 ,356 
,02711,전북,완주,용진,상삼,동전주IC ~ 완주JCT,112.8~117.3,4.5 ,4,상*,"26,785 ","24,637 ","23,852 ","25,774 ","24,714 ","15,692 ",530 ,"2,037 ",873 ,"1,633 ",355 ,"1,911 ",-   ,-   ,"1,347 ",15 ,321 
세종포천선,남구리 - 소흘,,,,,,,30.5 ,,12,"36,891 ","43,748 ","44,940 ","50,822 ","51,131 ","37,003 ",690 ,"6,927 ","2,294 ","1,452 ","1,961 ",337 ,39 ,2 ,269 ,1 ,156 
,,,,,,,,,,24,"49,628 ","58,124 ","60,213 ","66,538 ","67,263 ","48,583 ",977 ,"8,816 ","3,217 ","1,930 ","2,438 ",543 ,43 ,7 ,487 ,2 ,220 
,02901,경기,,중랑,망우,남구리IC ~ 중랑IC,0~5.3,5.3 ,6,수*,"39,296 ","51,705 ","52,399 ","56,807 ","64,289 ","46,454 ",937 ,"8,601 ","3,020 ","1,805 ","2,296 ",488 ,45 ,6 ,434 ,2 ,201 
,02902,경기,남양주,퇴계원,퇴계원,중랑IC ~ 남별내IC,5.3~12.6,7.3 ,6,수*,"54,102 ","64,900 ","68,056 ","74,676 ","70,928 ","51,089 ","1,039 ","9,351 ","3,433 ","2,045 ","2,572 ",582 ,48 ,8 ,526 ,2 ,233 
,02903,경기,남양주,별내,광전,남별내IC ~ 동의정부IC,12.6~19.2,6.6 ,6,수*,"53,670 ","60,887 ","62,922 ","69,626 ","70,226 ","50,682 ","1,020 ","9,226 ","3,363 ","2,015 ","2,555 ",573 ,44 ,8 ,508 ,2 ,230 
,02904,경기,의정부,,산곡,동의정부IC ~ 민락IC,19.2~22.5,3.3 ,6,수*,"57,047 ","62,571 ","63,882 ","71,806 ","75,332 ","54,352 ","1,093 ","9,876 ","3,614 ","2,172 ","2,753 ",619 ,46 ,8 ,547 ,2 ,250 
,02905,경기,의정부,,자일,민락IC ~ 소흘IC,22.5~28.3,5.8 ,6,수*,"47,395 ","53,730 ","56,412 ","62,789 ","61,470 ","44,547 ",886 ,"7,868 ","2,937 ","1,782 ","2,236 ",503 ,35 ,7 ,460 ,2 ,207 
,02906,경기,포천,소흘,무봉,소흘IC ~ 소흘JCT,28.3~30.5,2.2 ,6,수*,"42,414 ","47,935 ","49,578 ","55,800 ","56,552 ","41,082 ",808 ,"7,232 ","2,682 ","1,624 ","2,050 ",447 ,33 ,5 ,405 ,2 ,182 
,소흘 - 신북,,,,,,,14.1 ,,12,"26,289 ","25,644 ","27,190 ","29,108 ","27,421 ","19,387 ",428 ,"3,098 ",966 ,934 ,"1,664 ",417 ,-   ,-   ,506 ,5 ,16 
,,,,,,,,,,24,"36,020 ","34,739 ","35,415 ","37,178 ","36,234 ","25,728 ",473 ,"3,979 ","1,368 ","1,351 ","2,017 ",549 ,-   ,-   ,728 ,7 ,34 
,02907,경기,포천,소흘,이가팔,소흘JCT ~ 선단IC,30.5~35,4.5 ,4,수*,"47,021 ","45,930 ","46,785 ","46,026 ","44,024 ","31,214 ",576 ,"4,843 ","1,675 ","1,652 ","2,457 ",666 ,-   ,-   ,890 ,8 ,43 
,02908,경기,포천,군내,유교,선단IC ~ 포천IC,35~41,6.0 ,4,수*,"36,575 ","33,522 ","35,030 ","36,987 ","34,945 ","24,865 ",453 ,"3,817 ","1,317 ","1,309 ","1,920 ",526 ,-   ,-   ,700 ,7 ,31 
,02909,경기,포천,군내,하성북,포천IC ~ 신북IC,41~44.6,3.6 ,4,수*,"21,735 ","23,105 ","22,210 ","26,720 ","28,637 ","20,307 ",377 ,"3,168 ","1,070 ","1,044 ","1,628 ",440 ,-   ,-   ,572 ,5 ,26 
세종포천선,소흘 - 양주,,,,,,,6.0 ,,12,"7,415 ","8,682 ","8,886 ","9,972 ","9,299 ","6,107 ",45 ,"1,647 ",632 ,345 ,385 ,49 ,3 ,-   ,63 ,-   ,23 
,,,,,,,,,,24,"9,618 ","11,267 ","11,342 ","12,287 ","11,901 ","8,034 ",56 ,"2,011 ",780 ,416 ,440 ,53 ,3 ,-   ,84 ,-   ,24 
,02906-1,경기,포천,소흘,송우,소흘JCT ~ 옥정IC,0~4.2,4.2 ,4,수*,"9,904 ","11,696 ","11,834 ","12,794 ","12,573 ","8,457 ",59 ,"2,139 ",830 ,442 ,473 ,56 ,3 ,-   ,89 ,-   ,25 
,02906-2,경기,양주,,회암,옥정IC ~ 양주IC,4.2~6,1.8 ,4,수*,"8,944 ","10,267 ","10,192 ","11,098 ","10,330 ","7,047 ",48 ,"1,713 ",663 ,354 ,364 ,46 ,2 ,-   ,73 ,-   ,20 
당진영덕선,당진 - 서공주,,,,,,,60.4 ,,12,"18,207 ","18,909 ","18,671 ","19,878 ","20,127 ","12,860 ",267 ,"1,987 ",789 ,"1,038 ",751 ,"1,253 ",-   ,-   ,707 ,23 ,452 
,,,,,,,,,,24,"23,173 ","24,074 ","23,620 ","26,070 ","26,295 ","16,491 ",337 ,"2,481 ","1,050 ","1,447 ","1,034 ","1,792 ",-   ,-   ,"1,005 ",30 ,628 
,03000-1,충남,당진,,사기소,당진JCT ~ 면천IC,0~4,4.0 ,4,상*,"19,789 ","20,299 ","19,395 ","21,479 ","22,287 ","14,111 ",296 ,"2,107 ",875 ,"1,195 ",866 ,"1,461 ",-   ,-   ,832 ,25 ,519 
,03000-2,충남,당진,면천,성하,면천IC ~ 고덕IC,4~12.7,8.7 ,4,수*,"22,066 ","21,740 ","20,543 ","22,714 ","23,730 ","14,876 ",307 ,"2,234 ",958 ,"1,311 ",934 ,"1,613 ",-   ,-   ,912 ,27 ,558 
,03000-3,충남,예산,고덕,대천,고덕IC ~ 예산수덕사IC,12.7~24.4,11.7 ,4,수*,"19,960 ","19,973 ","20,072 ","21,803 ","22,209 ","13,944 ",288 ,"2,092 ",889 ,"1,223 ",875 ,"1,503 ",-   ,-   ,849 ,26 ,520 
,03000-4,충남,예산,오가,월곡,예산수덕사IC ~ 신양IC,24.4~36.9,12.5 ,4,상*,"20,737 ","25,335 ","24,943 ","27,660 ","26,642 ","16,656 ",337 ,"2,514 ","1,073 ","1,480 ","1,057 ","1,833 ",-   ,-   ,"1,025 ",29 ,638 
,03000-5,충남,예산,신양,차동,신양IC ~ 유구IC,36.9~47.4,10.5 ,4,수*,"25,477 ","24,372 ","24,265 ","27,816 ","28,259 ","17,648 ",357 ,"2,671 ","1,136 ","1,567 ","1,121 ","1,952 ",-   ,-   ,"1,090 ",32 ,685 
,03000-6,충남,공주,유구,유구,유구IC ~ 마곡사IC,47.4~56.6,9.2 ,4,수*,"28,570 ","28,357 ","27,994 ","30,259 ","30,615 ","19,216 ",392 ,"2,891 ","1,213 ","1,679 ","1,197 ","2,091 ",-   ,-   ,"1,164 ",34 ,738 
,03000-7,충남,공주,사곡,신영,마곡사IC ~ 서공주JCT,56.6~60.4,3.8 ,4,상*,"27,897 ","30,775 ","29,371 ","31,570 ","31,941 ","20,191 ",412 ,"3,011 ","1,238 ","1,711 ","1,226 ","2,144 ",-   ,-   ,"1,193 ",39 ,776 
,서공주 - 유성,,,,,,,31.2 ,,12,"27,310 ","28,726 ","28,179 ","29,737 ","31,019 ","22,429 ",433 ,"3,444 ","1,426 ",830 ,656 ,886 ,55 ,3 ,513 ,9 ,335 
,,,,,,,,,,24,"35,151 ","36,739 ","36,330 ","38,635 ","40,307 ","28,345 ",511 ,"4,308 ","2,096 ","1,434 ",913 ,"1,316 ",65 ,4 ,808 ,13 ,494 
,03000-8,충남,공주,우성,상서,서공주JCT ~ 공주JCT,60.4~63,2.6 ,4,상,"36,962 ","44,373 ","44,607 ","46,577 ","50,736 ","34,465 ",642 ,"5,190 ","2,422 ","2,121 ","1,412 ","2,253 ",54 ,4 ,"1,318 ",33 ,822 
,03000-9,충남,공주,우성,신웅,공주JCT ~ 공주IC,63~65.9,2.9 ,4,수*,"30,789 ","28,837 ","28,044 ","32,796 ","35,621 ","25,355 ",458 ,"3,832 ","1,800 ","1,155 ",761 ,"1,111 ",61 ,4 ,660 ,11 ,413 
,03000-10,세종,,장군,송선,공주IC ~ 서세종IC,65.9~72.9,7.0 ,4,수*,"33,804 ","35,903 ","34,939 ","36,780 ","39,746 ","28,047 ",500 ,"4,272 ","2,097 ","1,388 ",870 ,"1,249 ",65 ,4 ,771 ,11 ,472 
,03000-11,세종,,,한솔,서세종IC ~ 남세종IC,72.9~85.5,12.6 ,4,수*,"34,896 ","35,397 ","35,067 ","36,551 ","36,695 ","25,839 ",464 ,"3,940 ","1,950 ","1,299 ",808 ,"1,160 ",62 ,4 ,719 ,11 ,439 
,03000-12,대전,,유성,안산,남세종IC ~ 유성JCT,85.5~91.6,6.1 ,4,수*,"38,500 ","40,855 ","40,814 ","44,325 ","46,190 ","32,674 ",592 ,"4,958 ","2,397 ","1,606 ","1,037 ","1,414 ",78 ,5 ,885 ,12 ,532 
당진영덕선,청주 - 낙동,,,,,,,79.4 ,,12,"28,166 ","27,709 ","25,953 ","29,393 ","29,908 ","16,717 ",435 ,"3,391 ","1,626 ","3,542 ","1,125 ","1,285 ",-   ,6 ,"1,109 ",82 ,590 
,,,,,,,,,,24,"41,332 ","38,680 ","37,017 ","41,691 ","41,791 ","21,220 ",533 ,"4,411 ","2,490 ","6,024 ","1,824 ","2,251 ",-   ,7 ,"2,042 ",159 ,830 
,03001,충북,청주,남이,척산,청주JCT ~ 문의IC,0~8.1,8.1 ,4,수*,"42,942 ","39,746 ","36,270 ","41,029 ","40,085 ","20,411 ",510 ,"4,231 ","2,375 ","5,750 ","1,753 ","2,143 ",-   ,7 ,"1,952 ",156 ,797 
,03002,충북,청원,문의,국전,문의IC ~ 회인IC,8.1~18.8,10.7 ,4,수*,"47,402 ","43,327 ","40,831 ","45,273 ","46,498 ","23,768 ",593 ,"4,911 ","2,755 ","6,644 ","2,020 ","2,469 ",-   ,7 ,"2,249 ",177 ,905 
,03003,충북,보은,회인,부수,회인IC ~ 보은IC,18.8~29.6,10.8 ,4,수*,"35,166 ","37,124 ","37,771 ","44,142 ","45,408 ","23,185 ",578 ,"4,795 ","2,695 ","6,495 ","1,970 ","2,420 ",-   ,7 ,"2,198 ",173 ,892 
,03004,충북,보은,보은,지산,보은IC ~ 속리산IC,29.6~35.6,6.0 ,4,수*,"42,308 ","39,213 ","37,586 ","41,240 ","42,242 ","21,410 ",537 ,"4,457 ","2,522 ","6,109 ","1,851 ","2,281 ",-   ,7 ,"2,071 ",158 ,839 
,03005,충북,보은,탄부,상장,속리산IC ~ 화서IC,35.6~51.8,16.2 ,4,수*,"40,774 ","36,231 ","34,601 ","39,554 ","40,701 ","20,607 ",522 ,"4,296 ","2,428 ","5,896 ","1,779 ","2,204 ",-   ,7 ,"1,996 ",153 ,813 
,03006,경북,상주,화서,신봉,화서IC ~ 남상주IC,51.8~70.8,19.0 ,4,수*,"40,171 ","37,625 ","35,744 ","39,939 ","39,317 ","19,887 ",500 ,"4,149 ","2,353 ","5,692 ","1,720 ","2,137 ",-   ,7 ,"1,932 ",150 ,790 
,03007,경북,상주,,양촌,남상주IC ~ 낙동JCT,70.8~79.4,8.6 ,4,수*,"42,936 ","40,419 ","38,995 ","42,991 ","40,188 ","20,313 ",513 ,"4,238 ","2,404 ","5,839 ","1,756 ","2,185 ",-   ,7 ,"1,981 ",152 ,800 
,상주 - 안동,,,,,,,32.9 ,,12,"5,987 ","6,970 ","7,126 ","7,455 ","8,094 ","5,781 ",142 ,"1,031 ",328 ,380 ,208 ,151 ,-   ,-   ,64 ,3 ,6 
,,,,,,,,,,24,"7,514 ","8,928 ","8,394 ","9,101 ","9,975 ","7,041 ",172 ,"1,251 ",411 ,523 ,253 ,208 ,-   ,-   ,106 ,3 ,7 
,03009,경북,상주,낙동,구잠,상주JCT ~ 동상주IC,79.4~81.4,2.0 ,4,수*,"5,311 ","6,916 ","7,107 ","8,128 ","8,076 ","5,708 ",140 ,"1,010 ",331 ,423 ,202 ,169 ,-   ,-   ,84 ,2 ,7 
,03010,경북,의성,단밀,생송,동상주IC ~ 서의성IC,81.4~92.3,10.9 ,4,수*,"8,262 ","9,815 ","9,327 ","9,742 ","10,630 ","7,499 ",183 ,"1,332 ",441 ,557 ,269 ,223 ,-   ,-   ,116 ,3 ,7 
,03011,경북,의성,안계,도덕,서의성IC ~ 안동JCT,92.3~112.3,20.0 ,4,수*,"7,325 ","8,644 ","8,016 ","8,849 ","9,807 ","6,925 ",169 ,"1,231 ",402 ,514 ,250 ,203 ,-   ,-   ,103 ,3 ,7 
당진영덕선,안동 - 영덕,,,,,,,75.1 ,,12,"6,990 ","7,916 ","7,934 ","8,425 ","8,883 ","6,884 ",132 ,"1,161 ",149 ,234 ,199 ,61 ,-   ,-   ,52 ,1 ,10 
,,,,,,,,,,24,"8,510 ","9,575 ","9,433 ","10,202 ","10,767 ","8,323 ",156 ,"1,404 ",189 ,295 ,241 ,80 ,-   ,-   ,67 ,1 ,11 
,03012,경북,의성,단촌,세촌,안동JCT ~ 북의성IC,112.3~118.4,6.1 ,4,수*,"9,956 ","9,946 ","9,786 ","10,117 ","11,656 ","8,999 ",170 ,"1,531 ",204 ,324 ,260 ,84 ,-   ,-   ,71 ,1 ,12 
,03013,경북,의성,점곡,사촌,북의성IC ~ 동안동IC,118.4~137.6,19.2 ,4,수*,"6,531 ","8,650 ","8,569 ","9,688 ","11,113 ","8,575 ",162 ,"1,461 ",199 ,305 ,251 ,79 ,-   ,-   ,69 ,1 ,11 
,03014,경북,안동,길안,배방,동안동IC ~ 청송IC,137.6~150.8,13.2 ,4,상*,"12,465 ","12,725 ","12,641 ","12,074 ","13,477 ","10,412 ",198 ,"1,765 ",241 ,365 ,300 ,100 ,-   ,-   ,82 ,1 ,13 
,03015,경북,청송,파천,옹점,청송IC ~ 동청송·영양IC,150.8~160.5,9.7 ,4,수*,"7,027 ","9,147 ","9,057 ","10,322 ","10,567 ","8,182 ",154 ,"1,373 ",183 ,285 ,235 ,79 ,-   ,-   ,65 ,1 ,10 
,03016,경북,영덕,지품,송천,동청송·영양IC ~ 영덕IC,160.5~187.4,26.9 ,4,상*,"8,190 ","8,756 ","8,535 ","9,623 ","9,063 ","7,016 ",130 ,"1,168 ",155 ,250 ,204 ,70 ,-   ,-   ,59 ,1 ,10 
옥산오창선,옥산 - 오창,,,,,,,12.1 ,,12,"5,003 ","8,065 ","6,916 ","7,840 ","8,595 ","5,467 ",170 ,858 ,801 ,555 ,319 ,207 ,53 ,-   ,151 ,-   ,14 
,,,,,,,,,,24,"6,196 ","9,630 ","8,802 ","10,076 ","10,691 ","6,804 ",213 ,"1,066 ",996 ,691 ,396 ,259 ,64 ,-   ,187 ,-   ,15 
,03200,충북,청주,옥산,호죽,옥산JC ~ 서오창IC,0~6.5,6.5 ,4,수,"8,089 ","11,605 ","11,105 ","12,483 ","13,321 ","8,802 ",296 ,"1,294 ","1,177 ",762 ,424 ,274 ,78 ,-   ,208 ,-   ,6 
,03201,충북,청주,오창,성산,서오창IC ~ 오창JC,6.5~12.1,5.6 ,4,수,"3,998 ","7,336 ","6,130 ","7,280 ","7,636 ","4,485 ",116 ,802 ,786 ,609 ,363 ,241 ,47 ,-   ,162 ,-   ,25 
중부선,통영 - 진주,,,,,,,47.9 ,,12,"17,043 ","17,732 ","17,678 ","18,950 ","19,853 ","15,041 ",475 ,"2,231 ",856 ,458 ,212 ,157 ,2 ,-   ,195 ,-   ,226 
,,,,,,,,,,24,"21,349 ","22,364 ","21,957 ","24,072 ","25,290 ","19,254 ",583 ,"2,794 ","1,117 ",576 ,252 ,191 ,3 ,-   ,245 ,-   ,275 
,03501-1,경남,통영,용남,동달,통영IC ~ 북통영IC,0~4.4,4.4 ,4,수*,"23,234 ","21,786 ","20,915 ","23,972 ","22,500 ","17,192 ",533 ,"2,446 ",952 ,510 ,230 ,172 ,3 ,-   ,219 ,-   ,243 
,03501-2,경남,통영,광도,죽림,북통영IC ~ 동고성IC,4.4~14.6,10.2 ,4,상*,"21,909 ","27,004 ","26,477 ","27,798 ","31,171 ","23,787 ",712 ,"3,416 ","1,373 ",701 ,308 ,235 ,3 ,-   ,300 ,-   ,336 
,03501-3,경남,고성,거류,은월,동고성IC ~ 고성IC,14.6~19.7,5.1 ,4,상,"29,679 ","30,179 ","30,049 ","30,324 ","31,091 ","23,661 ",720 ,"3,434 ","1,375 ",713 ,312 ,236 ,3 ,-   ,302 ,-   ,335 
,03501-4,경남,고성,마암,두호,고성IC ~ 연화산IC,19.7~37,17.3 ,4,수*,"19,853 ","18,783 ","18,268 ","21,931 ","22,885 ","17,400 ",526 ,"2,542 ","1,020 ",523 ,227 ,172 ,3 ,-   ,223 ,-   ,249 
,03501-5,경남,고성,영오,오서,연화산IC ~ 진주JCT,37~47.9,10.9 ,4,상*,"18,452 ","20,177 ","20,079 ","21,001 ","22,011 ","16,723 ",509 ,"2,451 ",979 ,506 ,220 ,167 ,3 ,-   ,211 ,-   ,242 
,진주 - 함양,,,,,,,57.3 ,,12,"21,978 ","21,089 ","20,173 ","21,619 ","22,372 ","15,085 ",727 ,"2,077 ",680 ,"1,188 ",584 ,776 ,12 ,14 ,983 ,10 ,236 
,,,,,,,,,,24,"28,901 ","27,284 ","26,360 ","29,239 ","30,120 ","19,665 ",930 ,"2,703 ","1,117 ","1,842 ",833 ,"1,197 ",12 ,15 ,"1,348 ",15 ,443 
,03501,경남,진주,정촌,화개,진주JCT ~ 서진주IC,47.9~55.4,7.5 ,4,수*,"34,406 ","32,867 ","32,967 ","34,604 ","35,540 ","23,167 ","1,101 ","3,231 ","1,289 ","2,180 ","1,019 ","1,417 ",15 ,17 ,"1,588 ",19 ,497 
,03502,경남,진주,,판문,서진주IC ~ 단성IC,55.4~70.9,15.5 ,4,상,"28,367 ","27,047 ","27,248 ","30,071 ","30,243 ","19,856 ",947 ,"2,722 ","1,101 ","1,811 ",816 ,"1,179 ",12 ,15 ,"1,335 ",15 ,434 
,03503,경남,산청,단성,사월,단성IC ~ 산청IC,70.9~89.5,18.6 ,4,수*,"27,869 ","26,304 ","24,077 ","27,922 ","28,885 ","18,910 ",897 ,"2,589 ","1,065 ","1,753 ",790 ,"1,141 ",12 ,14 ,"1,284 ",14 ,416 
,03504,경남,산청,금서,특,산청IC ~ 생초IC,89.5~96.9,7.4 ,4,수*,"26,881 ","24,934 ","23,277 ","26,578 ","28,695 ","18,638 ",877 ,"2,557 ","1,107 ","1,784 ",802 ,"1,173 ",12 ,14 ,"1,286 ",14 ,431 
,03505,경남,산청,생초,평촌,생초IC ~ 함양JCT,96.9~105.2,8.3 ,4,수*,"29,035 ","26,985 ","26,601 ","28,161 ","29,037 ","18,748 ",867 ,"2,579 ","1,117 ","1,843 ",824 ,"1,182 ",12 ,14 ,"1,351 ",17 ,483 
중부선,함양 - 장수,,,,,,,29.9 ,,12,"21,054 ","21,488 ","20,369 ","21,776 ","22,579 ","14,636 ",789 ,"2,042 ",855 ,"1,490 ",597 ,"1,047 ",-   ,2 ,600 ,11 ,510 
,,,,,,,,,,24,"28,520 ","28,693 ","26,991 ","29,887 ","30,371 ","18,861 ","1,021 ","2,619 ","1,257 ","2,677 ",954 ,"1,358 ",1 ,2 ,"1,039 ",16 ,566 
,03506,경남,함양,지곡,공배,함양JCT ~ 지곡IC,105.2~111.6,6.4 ,4,상,"27,762 ","28,818 ","27,696 ","28,807 ","30,201 ","18,774 ","1,017 ","2,607 ","1,247 ","2,651 ",943 ,"1,347 ",1 ,2 ,"1,030 ",16 ,566 
,03507,경남,함양,지곡,마산,지곡IC ~ 서상IC,111.6~125.5,13.9 ,4,수*,"28,878 ","28,328 ","26,083 ","29,658 ","29,918 ","18,555 ","1,002 ","2,581 ","1,243 ","2,652 ",945 ,"1,336 ",1 ,2 ,"1,031 ",16 ,554 
,03508,경남,함양,서상,옥산,서상IC ~ 장수JCT,125.5~135.1,9.6 ,4,수*,"28,514 ","29,140 ","27,840 ","30,938 ","31,137 ","19,362 ","1,050 ","2,682 ","1,283 ","2,731 ",973 ,"1,397 ",1 ,2 ,"1,058 ",16 ,582 
,장수 - 산내,,,,,,,72.6 ,,12,"17,641 ","18,540 ","18,601 ","19,826 ","19,505 ","14,042 ",878 ,"1,719 ",784 ,813 ,425 ,362 ,48 ,1 ,315 ,8 ,110 
,,,,,,,,,,24,"23,451 ","24,648 ","24,260 ","26,482 ","26,003 ","18,114 ","1,115 ","2,288 ","1,049 ","1,360 ",761 ,577 ,59 ,5 ,498 ,11 ,166 
,03509,전북,장수,장계,삼봉,장수JCT ~ 덕유산IC,135.1~149.6,14.5 ,4,수*,"20,501 ","23,159 ","22,071 ","24,712 ","21,633 ","15,103 ",946 ,"1,879 ",876 ,"1,122 ",625 ,477 ,48 ,4 ,412 ,7 ,134 
,03510,전북,무주,안성,죽천,덕유산IC ~ 무주IC,149.6~165.6,16.0 ,4,상,"19,716 ","23,157 ","21,994 ","24,600 ","21,914 ","15,289 ",950 ,"1,910 ",881 ,"1,147 ",638 ,485 ,47 ,4 ,416 ,8 ,139 
,03511,전북,무주,무주,가옥,무주IC ~ 금산IC,165.6~184.7,19.1 ,4,수*,"20,537 ","20,769 ","21,135 ","24,120 ","25,273 ","17,587 ","1,081 ","2,220 ","1,019 ","1,333 ",742 ,565 ,59 ,4 ,487 ,12 ,164 
,03512,충남,금산,제원,수당,금산IC ~ 추부IC,184.7~196,11.3 ,4,수*,"26,562 ","25,296 ","25,278 ","27,399 ","28,771 ","19,988 ","1,210 ","2,554 ","1,158 ","1,519 ",862 ,650 ,64 ,6 ,560 ,13 ,187 
,03513,충남,금산,추부,자부,추부IC ~ 남대전IC,196~204.4,8.4 ,4,수*,"32,754 ","30,863 ","30,990 ","31,946 ","33,313 ","23,237 ","1,418 ","2,970 ","1,339 ","1,716 ",966 ,727 ,75 ,6 ,633 ,15 ,211 
,03514,대전,,동,구도,남대전IC ~ 산내JCT,204.4~207.7,3.3 ,4,수*,"37,136 ","42,929 ","42,455 ","40,094 ","41,144 ","28,639 ","1,759 ","3,672 ","1,680 ","2,134 ","1,195 ",895 ,97 ,8 ,789 ,17 ,259 
중부선,산내 - 비룡,,,,,,,7.6 ,,12,"35,266 ","38,504 ","37,774 ","41,342 ","41,347 ","28,895 ",986 ,"5,169 ","1,413 ","2,688 ",883 ,737 ,-   ,-   ,467 ,24 ,85 
,,,,,,,,,,24,"46,973 ","50,226 ","48,967 ","52,732 ","54,197 ","37,875 ","1,293 ","6,776 ","1,852 ","3,523 ","1,157 ",967 ,-   ,-   ,612 ,31 ,111 
,03515,대전,,동,대별,산내JCT ~ 판암IC,207.7~211.9,4.2 ,4,상*,"45,608 ","50,954 ","48,091 ","52,729 ","52,231 ","36,552 ","1,244 ","6,546 ","1,775 ","3,356 ","1,118 ",917 ,-   ,-   ,586 ,30 ,107 
